Product_ID,Product_Name,Product_Category,Price
409,Insulated Mixing Bowl 3,Dinnerware,14.99
410,Classic Measuring Cup 3,Miscellaneous Housewares,19.99
411,Eco Food Scale 4,Miscellaneous Housewares,19.99
412,Compact Bath Mat,Bathroom Accessories,19.99
413,Glass Mixing Bowl 2,Dinnerware,14.99
414,Deluxe Salt Shaker 2,Miscellaneous Housewares,19.99
415,Stainless Steel Toilet Brush 2,Bathroom Accessories,19.99
416,Deluxe Saucepan,Cookware,39.99
417,Ceramic Serving Tray 2,Serveware,19.99
418,Deluxe Baking Sheet 2,Cookware,39.99
419,Heavy-Duty Plate Set 2,Dinnerware,14.99
420,Lightweight Paper Towel Holder,Miscellaneous Housewares,19.99
421,Stainless Steel Drawer Organizer 2,Organizers,19.99
422,Ceramic Saucepan,Cookware,39.99
423,Eco Baking Sheet 2,Cookware,39.99
424,Ceramic Shower Curtain 2,Bathroom Accessories,19.99
425,Insulated Lunch Box 6,Food Storage,11.99
426,Heavy-Duty Spatula,Kitchen Tools,15.99
427,Lightweight Grater 2,Kitchen Tools,15.99
428,Eco Soap Dispenser 3,Miscellaneous Housewares,19.99
429,Ceramic Towel Set 2,Miscellaneous Housewares,19.99
430,Heavy-Duty Food Scale,Miscellaneous Housewares,19.99
431,Heavy-Duty Plate Set 3,Dinnerware,14.99
432,Eco Saucepan 3,Cookware,39.99
433,Classic Mop,Cleaning Tools,19.99
434,Premium Dish Rack 3,Miscellaneous Housewares,19.99
435,Wooden Salt Shaker 2,Miscellaneous Housewares,19.99
436,Modern Drawer Organizer,Organizers,19.99
437,Ceramic Towel Set 3,Miscellaneous Housewares,19.99
438,Stainless Steel Drawer Organizer 3,Organizers,19.99
439,Lightweight Sponge Pack 2,Cleaning Tools,19.99
440,Compact Bath Mat 2,Bathroom Accessories,19.99
441,Glass Salt Shaker,Miscellaneous Housewares,19.99
442,Deluxe Dish Rack,Miscellaneous Housewares,19.99
443,Stainless Steel Salt Shaker 2,Miscellaneous Housewares,19.99
444,Premium Grater,Kitchen Tools,15.99
445,Modern Colander 2,Miscellaneous Housewares,19.99
446,Classic Towel Set 3,Miscellaneous Housewares,19.99
447,Modern Mop 3,Cleaning Tools,19.99
448,Insulated Saucepan 2,Cookware,39.99
449,Eco Soap Dispenser 4,Miscellaneous Housewares,19.99
450,Insulated Plate Set,Dinnerware,14.99
451,Heavy-Duty Colander 2,Miscellaneous Housewares,19.99
452,Modern Toilet Brush,Bathroom Accessories,19.99
453,Heavy-Duty Measuring Cup 2,Miscellaneous Housewares,19.99
454,Glass Saucepan,Cookware,39.99
455,Compact Paper Towel Holder,Miscellaneous Housewares,19.99
456,Premium Kitchen Knife,Kitchen Tools,15.99
457,Wooden Storage Container 2,Food Storage,11.99
458,Deluxe Whisk,Kitchen Tools,15.99
459,Heavy-Duty Serving Tray 2,Serveware,19.99
460,Glass Whisk,Kitchen Tools,15.99
461,Insulated Towel Set 3,Miscellaneous Housewares,19.99
462,Modern Coffee Mug 2,Drinkware,9.99
463,Classic Trash Can,Miscellaneous Housewares,19.99
464,Classic Trash Can 2,Miscellaneous Housewares,19.99
465,Classic Whisk,Kitchen Tools,15.99
466,Deluxe Cutting Board,Miscellaneous Housewares,19.99
467,Lightweight Food Scale 2,Miscellaneous Housewares,19.99
468,Classic Plate Set,Dinnerware,14.99
469,Eco Toilet Brush 2,Bathroom Accessories,19.99
470,Premium Dustpan 2,Miscellaneous Housewares,19.99
471,Heavy-Duty Skillet 4,Cookware,39.99
472,Modern Serving Tray 3,Serveware,19.99
473,Compact Pepper Grinder,Miscellaneous Housewares,19.99
474,Deluxe Dish Rack 2,Miscellaneous Housewares,19.99
475,Wooden Towel Set 2,Miscellaneous Housewares,19.99
476,Insulated Whisk,Kitchen Tools,15.99
477,Modern Salt Shaker,Miscellaneous Housewares,19.99
478,Stainless Steel Measuring Cup 2,Miscellaneous Housewares,19.99
479,Stainless Steel Cutting Board 2,Miscellaneous Housewares,19.99
480,Wooden Broom,Cleaning Tools,19.99
481,Lightweight Food Scale 3,Miscellaneous Housewares,19.99
482,Premium Saucepan,Cookware,39.99
483,Eco Cutting Board 2,Miscellaneous Housewares,19.99
484,Lightweight Tea Kettle 2,Drinkware,9.99
485,Stainless Steel Food Scale 4,Miscellaneous Housewares,19.99
486,Modern Dish Rack,Miscellaneous Housewares,19.99
487,Stainless Steel Mop 2,Cleaning Tools,19.99
488,Premium Dustpan 3,Miscellaneous Housewares,19.99
489,Wooden Drawer Organizer,Organizers,19.99
490,Eco Dish Rack,Miscellaneous Housewares,19.99
491,Premium Sponge Pack,Cleaning Tools,19.99
492,Premium Ice Cube Tray 3,Serveware,19.99
493,Insulated Dish Rack,Miscellaneous Housewares,19.99
494,Stainless Steel Spatula 2,Kitchen Tools,15.99
495,Deluxe Skillet,Cookware,39.99
496,Stainless Steel Tea Kettle,Drinkware,9.99
497,Ceramic Coffee Mug 2,Drinkware,9.99
498,Deluxe Sponge Pack 2,Cleaning Tools,19.99
499,Eco Food Scale 5,Miscellaneous Housewares,19.99
500,Compact Plate Set,Dinnerware,14.99
501,Classic Spatula 2,Kitchen Tools,15.99
502,Lightweight Colander,Miscellaneous Housewares,19.99
503,Compact Mop 2,Cleaning Tools,19.99
504,Wooden Ice Cube Tray,Serveware,19.99
505,Deluxe Coffee Mug,Drinkware,9.99
506,Modern Sponge Pack,Cleaning Tools,19.99
507,Deluxe Dustpan 3,Miscellaneous Housewares,19.99
508,Premium Grater 2,Kitchen Tools,15.99
509,Deluxe Bath Mat 2,Bathroom Accessories,19.99
510,Wooden Soap Dispenser,Miscellaneous Housewares,19.99
511,Lightweight Shower Curtain,Bathroom Accessories,19.99
512,Wooden Rolling Pin,Miscellaneous Housewares,19.99
513,Wooden Grater 2,Kitchen Tools,15.99
514,Premium Measuring Cup 2,Miscellaneous Housewares,19.99
515,Deluxe Colander 2,Miscellaneous Housewares,19.99
516,Heavy-Duty Baking Sheet,Cookware,39.99
517,Lightweight Food Scale 4,Miscellaneous Housewares,19.99
518,Eco Can Opener 2,Miscellaneous Housewares,19.99
519,Glass Measuring Cup,Miscellaneous Housewares,19.99
520,Eco Water Bottle,Drinkware,9.99
521,Glass Toilet Brush 2,Bathroom Accessories,19.99
522,Deluxe Paper Towel Holder 2,Miscellaneous Housewares,19.99
523,Wooden Grater 3,Kitchen Tools,15.99
524,Insulated Grater,Kitchen Tools,15.99
525,Eco Mop,Cleaning Tools,19.99
526,Classic Whisk 2,Kitchen Tools,15.99
527,Modern Skillet 2,Cookware,39.99
528,Compact Cutting Board,Miscellaneous Housewares,19.99
529,Wooden Storage Container 3,Food Storage,11.99
530,Modern Towel Set 2,Miscellaneous Housewares,19.99
531,Stainless Steel Coffee Mug 3,Drinkware,9.99
532,Classic Bath Mat 2,Bathroom Accessories,19.99
533,Heavy-Duty Spatula 2,Kitchen Tools,15.99
534,Stainless Steel Shower Curtain 2,Bathroom Accessories,19.99
535,Deluxe Measuring Cup 2,Miscellaneous Housewares,19.99
536,Wooden Shower Curtain 2,Bathroom Accessories,19.99
537,Eco Saucepan 4,Cookware,39.99
538,Classic Plate Set 2,Dinnerware,14.99
539,Glass Can Opener,Miscellaneous Housewares,19.99
540,Eco Colander,Miscellaneous Housewares,19.99
541,Ceramic Drawer Organizer 2,Organizers,19.99
542,Classic Drawer Organizer 2,Organizers,19.99
543,Premium Tea Kettle 3,Drinkware,9.99
544,Compact Plate Set 2,Dinnerware,14.99
545,Stainless Steel Oven Mitt 3,Cookware,39.99
546,Eco Rolling Pin 2,Miscellaneous Housewares,19.99
547,Ceramic Drawer Organizer 3,Organizers,19.99
548,Eco Salt Shaker 6,Miscellaneous Housewares,19.99
549,Glass Storage Container,Food Storage,11.99
550,Premium Shower Curtain 5,Bathroom Accessories,19.99
551,Ceramic Trash Can,Miscellaneous Housewares,19.99
552,Classic Sponge Pack 4,Cleaning Tools,19.99
553,Classic Cutting Board 5,Miscellaneous Housewares,19.99
554,Glass Saucepan 2,Cookware,39.99
555,Glass Food Scale,Miscellaneous Housewares,19.99
556,Compact Bath Mat 3,Bathroom Accessories,19.99
557,Classic Lunch Box,Food Storage,11.99
558,Stainless Steel Water Bottle 2,Drinkware,9.99
559,Premium Laundry Basket 2,Laundry Supplies,19.99
560,Premium Shower Curtain 6,Bathroom Accessories,19.99
561,Compact Spatula 2,Kitchen Tools,15.99
562,Deluxe Sponge Pack 3,Cleaning Tools,19.99
563,Glass Pepper Grinder,Miscellaneous Housewares,19.99
564,Ceramic Serving Tray 3,Serveware,19.99
565,Compact Broom,Cleaning Tools,19.99
566,Lightweight Spatula 3,Kitchen Tools,15.99
567,Glass Food Scale 2,Miscellaneous Housewares,19.99
568,Glass Pepper Grinder 2,Miscellaneous Housewares,19.99
569,Classic Pepper Grinder 2,Miscellaneous Housewares,19.99
570,Stainless Steel Trash Can 3,Miscellaneous Housewares,19.99
571,Stainless Steel Water Bottle 3,Drinkware,9.99
572,Modern Spatula,Kitchen Tools,15.99
573,Stainless Steel Can Opener 2,Miscellaneous Housewares,19.99
574,Wooden Whisk,Kitchen Tools,15.99
575,Lightweight Soap Dispenser 4,Miscellaneous Housewares,19.99
576,Classic Ice Cube Tray,Serveware,19.99
577,Lightweight Spatula 4,Kitchen Tools,15.99
578,Insulated Measuring Cup,Miscellaneous Housewares,19.99
579,Modern Laundry Basket 2,Laundry Supplies,19.99
580,Lightweight Cutting Board 3,Miscellaneous Housewares,19.99
581,Compact Salt Shaker,Miscellaneous Housewares,19.99
582,Eco Plate Set,Dinnerware,14.99
583,Lightweight Grater 3,Kitchen Tools,15.99
584,Compact Shower Curtain 2,Bathroom Accessories,19.99
585,Insulated Dustpan 3,Miscellaneous Housewares,19.99
586,Stainless Steel Tea Kettle 2,Drinkware,9.99
587,Insulated Shower Curtain 2,Bathroom Accessories,19.99
588,Premium Paper Towel Holder,Miscellaneous Housewares,19.99
589,Deluxe Bath Mat 3,Bathroom Accessories,19.99
590,Lightweight Towel Set,Miscellaneous Housewares,19.99
591,Wooden Coffee Mug 4,Drinkware,9.99
592,Heavy-Duty Water Bottle,Drinkware,9.99
593,Insulated Kitchen Knife,Kitchen Tools,15.99
594,Compact Towel Set 2,Miscellaneous Housewares,19.99
595,Modern Skillet 3,Cookware,39.99
596,Ceramic Dustpan 4,Miscellaneous Housewares,19.99
597,Ceramic Mixing Bowl 2,Dinnerware,14.99
598,Glass Drawer Organizer,Organizers,19.99
599,Wooden Laundry Basket,Laundry Supplies,19.99
600,Glass Tea Kettle,Drinkware,9.99
601,Wooden Towel Set 3,Miscellaneous Housewares,19.99
602,Glass Dustpan 3,Miscellaneous Housewares,19.99
603,Heavy-Duty Oven Mitt,Cookware,39.99
604,Deluxe Sponge Pack 4,Cleaning Tools,19.99
605,Compact Mop 3,Cleaning Tools,19.99
606,Ceramic Kitchen Knife 2,Kitchen Tools,15.99
607,Heavy-Duty Paper Towel Holder 2,Miscellaneous Housewares,19.99
608,Wooden Cutting Board 3,Miscellaneous Housewares,19.99
609,Glass Serving Tray,Serveware,19.99
610,Premium Trash Can,Miscellaneous Housewares,19.99
611,Insulated Broom 3,Cleaning Tools,19.99
612,Glass Salt Shaker 2,Miscellaneous Housewares,19.99
613,Stainless Steel Colander 2,Miscellaneous Housewares,19.99
614,Wooden Broom 2,Cleaning Tools,19.99
615,Ceramic Cutting Board 3,Miscellaneous Housewares,19.99
616,Lightweight Water Bottle,Drinkware,9.99
617,Stainless Steel Dustpan 3,Miscellaneous Housewares,19.99
618,Stainless Steel Whisk 2,Kitchen Tools,15.99
619,Compact Serving Tray,Serveware,19.99
620,Compact Measuring Cup 2,Miscellaneous Housewares,19.99
621,Modern Pepper Grinder,Miscellaneous Housewares,19.99
622,Compact Paper Towel Holder 2,Miscellaneous Housewares,19.99
623,Glass Plate Set,Dinnerware,14.99
624,Classic Oven Mitt 2,Cookware,39.99
625,Heavy-Duty Drawer Organizer 2,Organizers,19.99
626,Insulated Salt Shaker 2,Miscellaneous Housewares,19.99
627,Compact Plate Set 3,Dinnerware,14.99
628,Ceramic Baking Sheet,Cookware,39.99
629,Wooden Sponge Pack 3,Cleaning Tools,19.99
630,Heavy-Duty Storage Container,Food Storage,11.99
631,Stainless Steel Rolling Pin 3,Miscellaneous Housewares,19.99
632,Classic Colander,Miscellaneous Housewares,19.99
633,Heavy-Duty Water Bottle 2,Drinkware,9.99
634,Ceramic Skillet 2,Cookware,39.99
635,Eco Skillet,Cookware,39.99
636,Lightweight Spatula 5,Kitchen Tools,15.99
637,Compact Dustpan 3,Miscellaneous Housewares,19.99
638,Insulated Whisk 2,Kitchen Tools,15.99
639,Heavy-Duty Laundry Basket,Laundry Supplies,19.99
640,Classic Food Scale,Miscellaneous Housewares,19.99
641,Modern Skillet 4,Cookware,39.99
642,Lightweight Colander 2,Miscellaneous Housewares,19.99
643,Premium Ice Cube Tray 4,Serveware,19.99
644,Glass Oven Mitt,Cookware,39.99
645,Eco Water Bottle 2,Drinkware,9.99
646,Modern Paper Towel Holder 2,Miscellaneous Housewares,19.99
647,Modern Trash Can 2,Miscellaneous Housewares,19.99
648,Deluxe Mop,Cleaning Tools,19.99
649,Glass Pepper Grinder 3,Miscellaneous Housewares,19.99
650,Deluxe Can Opener 2,Miscellaneous Housewares,19.99
651,Glass Dish Rack 3,Miscellaneous Housewares,19.99
652,Premium Towel Set,Miscellaneous Housewares,19.99
653,Modern Dish Rack 2,Miscellaneous Housewares,19.99
654,Deluxe Sponge Pack 5,Cleaning Tools,19.99
655,Classic Measuring Cup 4,Miscellaneous Housewares,19.99
656,Lightweight Toilet Brush,Bathroom Accessories,19.99
657,Insulated Grater 2,Kitchen Tools,15.99
658,Insulated Ice Cube Tray 3,Serveware,19.99
659,Deluxe Kitchen Knife,Kitchen Tools,15.99
660,Premium Baking Sheet,Cookware,39.99
661,Modern Dish Rack 3,Miscellaneous Housewares,19.99
662,Classic Storage Container 2,Food Storage,11.99
663,Ceramic Can Opener 3,Miscellaneous Housewares,19.99
664,Modern Spatula 2,Kitchen Tools,15.99
665,Stainless Steel Oven Mitt 4,Cookware,39.99
666,Insulated Storage Container 2,Food Storage,11.99
667,Glass Colander 2,Miscellaneous Housewares,19.99
668,Deluxe Serving Tray 2,Serveware,19.99
669,Modern Soap Dispenser,Miscellaneous Housewares,19.99
670,Stainless Steel Dustpan 4,Miscellaneous Housewares,19.99
671,Ceramic Pepper Grinder,Miscellaneous Housewares,19.99
672,Ceramic Towel Set 4,Miscellaneous Housewares,19.99
673,Eco Skillet 2,Cookware,39.99
674,Modern Baking Sheet,Cookware,39.99
675,Ceramic Whisk,Kitchen Tools,15.99
676,Wooden Trash Can,Miscellaneous Housewares,19.99
677,Lightweight Paper Towel Holder 2,Miscellaneous Housewares,19.99
678,Ceramic Water Bottle,Drinkware,9.99
679,Compact Toilet Brush,Bathroom Accessories,19.99
680,Deluxe Drawer Organizer 2,Organizers,19.99
681,Insulated Grater 3,Kitchen Tools,15.99
682,Glass Oven Mitt 2,Cookware,39.99
683,Deluxe Saucepan 2,Cookware,39.99
684,Premium Food Scale 2,Miscellaneous Housewares,19.99
685,Compact Lunch Box 2,Food Storage,11.99
686,Glass Mixing Bowl 3,Dinnerware,14.99
687,Wooden Toilet Brush 3,Bathroom Accessories,19.99
688,Heavy-Duty Drawer Organizer 3,Organizers,19.99
689,Modern Serving Tray 4,Serveware,19.99
690,Deluxe Soap Dispenser 3,Miscellaneous Housewares,19.99
691,Deluxe Measuring Cup 3,Miscellaneous Housewares,19.99
692,Compact Can Opener 2,Miscellaneous Housewares,19.99
693,Modern Kitchen Knife 2,Kitchen Tools,15.99
694,Heavy-Duty Bath Mat 2,Bathroom Accessories,19.99
695,Insulated Broom 4,Cleaning Tools,19.99
696,Eco Toilet Brush 3,Bathroom Accessories,19.99
697,Eco Dustpan,Miscellaneous Housewares,19.99
698,Modern Dustpan,Miscellaneous Housewares,19.99
699,Premium Oven Mitt,Cookware,39.99
700,Deluxe Mixing Bowl 3,Dinnerware,14.99
701,Classic Water Bottle 2,Drinkware,9.99
702,Premium Baking Sheet 2,Cookware,39.99
703,Insulated Towel Set 4,Miscellaneous Housewares,19.99
704,Eco Mop 2,Cleaning Tools,19.99
705,Glass Mixing Bowl 4,Dinnerware,14.99
706,Ceramic Kitchen Knife 3,Kitchen Tools,15.99
707,Ceramic Kitchen Knife 4,Kitchen Tools,15.99
708,Eco Water Bottle 3,Drinkware,9.99
709,Heavy-Duty Towel Set 2,Miscellaneous Housewares,19.99
710,Modern Drawer Organizer 2,Organizers,19.99
711,Compact Trash Can 2,Miscellaneous Housewares,19.99
712,Modern Pepper Grinder 2,Miscellaneous Housewares,19.99
713,Heavy-Duty Cutting Board 2,Miscellaneous Housewares,19.99
714,Classic Mop 2,Cleaning Tools,19.99
715,Deluxe Mixing Bowl 4,Dinnerware,14.99
716,Wooden Pepper Grinder,Miscellaneous Housewares,19.99
717,Premium Water Bottle 2,Drinkware,9.99
718,Ceramic Sponge Pack,Cleaning Tools,19.99
719,Eco Sponge Pack 2,Cleaning Tools,19.99
720,Classic Rolling Pin,Miscellaneous Housewares,19.99
721,Glass Saucepan 3,Cookware,39.99
722,Classic Saucepan,Cookware,39.99
723,Compact Mixing Bowl,Dinnerware,14.99
724,Glass Colander 3,Miscellaneous Housewares,19.99
725,Premium Bath Mat 3,Bathroom Accessories,19.99
726,Premium Whisk 2,Kitchen Tools,15.99
727,Eco Dustpan 2,Miscellaneous Housewares,19.99
728,Modern Skillet 5,Cookware,39.99
729,Deluxe Oven Mitt,Cookware,39.99
730,Classic Salt Shaker 3,Miscellaneous Housewares,19.99
731,Stainless Steel Sponge Pack 3,Cleaning Tools,19.99
732,Insulated Soap Dispenser 2,Miscellaneous Housewares,19.99
733,Lightweight Plate Set 2,Dinnerware,14.99
734,Insulated Water Bottle 2,Drinkware,9.99
735,Stainless Steel Dish Rack 3,Miscellaneous Housewares,19.99
736,Ceramic Storage Container,Food Storage,11.99
737,Premium Measuring Cup 3,Miscellaneous Housewares,19.99
738,Modern Serving Tray 5,Serveware,19.99
739,Deluxe Tea Kettle,Drinkware,9.99
740,Wooden Drawer Organizer 2,Organizers,19.99
741,Compact Serving Tray 2,Serveware,19.99
742,Deluxe Drawer Organizer 3,Organizers,19.99
743,Deluxe Dish Rack 3,Miscellaneous Housewares,19.99
744,Classic Tea Kettle 2,Drinkware,9.99
745,Ceramic Oven Mitt,Cookware,39.99
746,Ceramic Laundry Basket,Laundry Supplies,19.99
747,Insulated Pepper Grinder,Miscellaneous Housewares,19.99
748,Compact Ice Cube Tray,Serveware,19.99
749,Premium Towel Set 2,Miscellaneous Housewares,19.99
750,Wooden Toilet Brush 4,Bathroom Accessories,19.99
751,Ceramic Dustpan 5,Miscellaneous Housewares,19.99
752,Lightweight Rolling Pin,Miscellaneous Housewares,19.99
753,Glass Can Opener 2,Miscellaneous Housewares,19.99
754,Lightweight Storage Container,Food Storage,11.99
755,Classic Saucepan 2,Cookware,39.99
756,Wooden Laundry Basket 2,Laundry Supplies,19.99
757,Heavy-Duty Baking Sheet 2,Cookware,39.99
758,Insulated Saucepan 3,Cookware,39.99
759,Insulated Laundry Basket 3,Laundry Supplies,19.99
760,Insulated Storage Container 3,Food Storage,11.99
761,Premium Colander 2,Miscellaneous Housewares,19.99
762,Classic Grater 2,Kitchen Tools,15.99
763,Premium Mop,Cleaning Tools,19.99
764,Ceramic Water Bottle 2,Drinkware,9.99
765,Compact Paper Towel Holder 3,Miscellaneous Housewares,19.99
766,Deluxe Baking Sheet 3,Cookware,39.99
767,Eco Paper Towel Holder 2,Miscellaneous Housewares,19.99
768,Modern Storage Container,Food Storage,11.99
769,Glass Measuring Cup 2,Miscellaneous Housewares,19.99
770,Heavy-Duty Food Scale 2,Miscellaneous Housewares,19.99
771,Compact Shower Curtain 3,Bathroom Accessories,19.99
772,Wooden Water Bottle,Drinkware,9.99
773,Deluxe Dish Rack 4,Miscellaneous Housewares,19.99
774,Classic Paper Towel Holder 3,Miscellaneous Housewares,19.99
775,Premium Ice Cube Tray 5,Serveware,19.99
776,Modern Lunch Box 2,Food Storage,11.99
777,Compact Skillet 3,Cookware,39.99
778,Insulated Can Opener,Miscellaneous Housewares,19.99
779,Premium Soap Dispenser 2,Miscellaneous Housewares,19.99
780,Compact Trash Can 3,Miscellaneous Housewares,19.99
781,Lightweight Mixing Bowl 2,Dinnerware,14.99
782,Heavy-Duty Can Opener,Miscellaneous Housewares,19.99
783,Heavy-Duty Water Bottle 3,Drinkware,9.99
784,Glass Water Bottle 4,Drinkware,9.99
785,Lightweight Broom 2,Cleaning Tools,19.99
786,Classic Trash Can 3,Miscellaneous Housewares,19.99
787,Deluxe Oven Mitt 2,Cookware,39.99
788,Deluxe Whisk 2,Kitchen Tools,15.99
789,Compact Trash Can 4,Miscellaneous Housewares,19.99
790,Heavy-Duty Oven Mitt 2,Cookware,39.99
791,Lightweight Bath Mat,Bathroom Accessories,19.99
792,Lightweight Shower Curtain 2,Bathroom Accessories,19.99
793,Insulated Spatula,Kitchen Tools,15.99
794,Insulated Laundry Basket 4,Laundry Supplies,19.99
795,Glass Can Opener 3,Miscellaneous Housewares,19.99
796,Modern Dish Rack 4,Miscellaneous Housewares,19.99
797,Compact Dustpan 4,Miscellaneous Housewares,19.99
798,Glass Dish Rack 4,Miscellaneous Housewares,19.99
799,Modern Oven Mitt,Cookware,39.99
800,Wooden Spatula 2,Kitchen Tools,15.99
801,Wooden Serving Tray 4,Serveware,19.99
802,Insulated Dustpan 4,Miscellaneous Housewares,19.99
803,Eco Dustpan 3,Miscellaneous Housewares,19.99
804,Deluxe Soap Dispenser 4,Miscellaneous Housewares,19.99
805,Heavy-Duty Paper Towel Holder 3,Miscellaneous Housewares,19.99
806,Deluxe Cutting Board 2,Miscellaneous Housewares,19.99
807,Modern Plate Set,Dinnerware,14.99
808,Modern Soap Dispenser 2,Miscellaneous Housewares,19.99
809,Deluxe Serving Tray 3,Serveware,19.99
810,Deluxe Kitchen Knife 2,Kitchen Tools,15.99
